id,episode_id,conversation_id,character_id,line,word_count
663,3,3003,44,I thought you said we couldn't get shot.,8
664,3,3003,43,"Yeah, well, we can't get killed. Wouldn't be much of a game if they can't shoot back. But how do you feel, hmm? Alive? A little tight in the pants?",30
665,3,3003,44,She was terrified.,3
666,3,3003,43,"That's why they exist, man, is so you get to feel this. Come on. Let's go put some memories in that spank bank. Trust me, you will thank me after you've been married to my sister for a year.",39
667,3,3003,44,"Actually, I have something different in mind.",7
668,3,3003,43,What? That?,2
669,3,3003,44,"Well, you've been preaching nonstop about all the narratives in the park, but all you've done since we've arrived is fuck and drink, so",24
670,3,3003,43,I'm waiting for the good stuff. This bounty is JV shit.,11
671,3,3003,44,Then stay here. I want a little adventure.,8
672,3,3004,22,I've been looking for you.,5
673,3,3004,19,I got a late start this morning. Didn't get much sleep last night.,13
674,3,3004,22,"Forgive me if I'm not sympathetic to the fluctuations of your sleep cycle, Mr. Lowe. Ford taking over the narrative launch at the 11th hour has made the board uneasy.",30
675,3,3004,19,"Just the board, huh?",4
676,3,3004,22,"I specifically asked you about whether Ford was going to be a problem, and you assured me he wasn't.",19
677,3,3004,19,"Well, I can't tell you what I don't know.",9
678,3,3004,22,"Well, here's what I know. As of this morning, Ford's carved out a huge swath of the park for whatever storyline he's cooking up and thrown half of the existing storylines into disarray.",33
679,3,3004,19,Is there anything I can do?,6
680,3,3004,22,You tell me. I asked you point-blank if the problem with the update was resolved.,15
681,3,3004,19,It is.,2
682,3,3004,22,"Then why are your people still pulling hosts for follow-up? Get your house in order, Bernard. And if there is a problem, I strongly suggest you tell me.",28
683,3,3005,20,Drop a new bookmark and resume history.,7
684,3,3005,13,Walter's intent on relieving the milkmaid of her unmentionables.,9
685,3,3005,20,Switch to analysis. You didn't report the incident?,8
686,3,3005,13,Unit self-corrected within the acceptable window.,6
687,3,3005,20,Right. Then he self-corrected a fucking milk bottle into your skull.,11
688,3,3005,19,It's amazing how resilient the hosts are. You were supposed to have purged his memory on the last cycle.,19
689,3,3005,20,"I will, but Rebus here was the last host to interact with Walter. Look at this.",16
690,3,3006,14,"Any for you? Who said that? Who's saying that? Don't you talk to me that way. I can't hear you.Hell, yeah, they deserved it. Lousy sons of bitches. I need more milk, Arnold.",33
691,3,3007,20,Do you see that? - He's talking to someone. He carries on practically an entire conversation. Who's Arnold?,18
692,3,3006,14,I'm gonna get you this time.,6
693,3,3007,19,They're designed to play off aberrant behavior. That could explain the conversations.,12
694,3,3007,20,Fine. Then explain this. He kills six hosts. He lets the other three go. I pulled the narrative logs. All six of these hosts were part of storylines over the years in which they killed Walter. It's like he was holding a grudge.,43
695,3,3007,20,It's a stray. QA needs a tag team to go track it.,12
696,3,3007,19,Go. Handle the stray. Do something that's actually in your job description. The last thing we need is Theresa storming down here and seeing this. I'll do a little more digging. And get our friend here back upstairs.,38
697,3,3008,20,"Lost another one, huh? Tell me, is QA surveillance coverage really this spotty, or you just like the nature walks?",20
698,3,3008,23,Maybe it's the company.,4
699,3,3008,20,"You know, if you wanted to play cowboy, you could've just used your employee discount.",15
700,3,3008,23,"The only thing stopping the hosts from hacking us to pieces is one line of your code. No offense, but I sleep with this.",24
701,3,3008,20,I bet you do.,4
702,3,3009,9,"Morning, Samuel.",2
703,3,3009,52,"You and your dickless associate proposing to engage me in a gun battle? Well, I'd challenge you to a fistfight, but the way I heard it, you only like to tussle with working women.",34
704,3,3009,53,Get down!,2
705,3,3009,54,Is he dead?,3
706,3,3009,9,Dead enough.,2
707,3,3009,54,Why are we going to handcuff a dead man?,9
708,3,3009,9,Don't want someone walking off with him. That's not a man anymore. That's merchandise. $500 worth.,16
709,3,3010,12,"All right, which of you derelicts hitched a dead body outside my saloon?",13
710,3,3010,9,"My apologies, ma'am. I figured it was preferable to bringing him inside. Here. For your troubles.",16
711,3,3010,11,"Oh, you're new. Not much of a rind on you. I'll give you a discount.",15
712,3,3010,54,Do you mind waiting on that drink a bit?,9
713,3,3011,9,Don't mind me. Just trying to look chivalrous.,8
714,3,3011,1,You came back.,3
715,3,3011,9,I told you I would.,5
716,3,3011,1,You gonna tell me where you been?,7
717,3,3011,9,"Just away. You know if I could stay right here with you, I would.",14
718,3,3011,1,"What if I don't want to stay here? It's just sometimes I feel like the world out there is calling me whispering, There's something more. You've travelled all over these parts. Isn't there anywhere we could go?",37
719,3,3011,9,"Well, there is a place I heard about down south where the mountains meet the sea. They say the water's so pure there, it'll wash the past clean off you. And you can start again.",35
720,3,3011,1,I'd like to go there with you.,7
721,3,3011,9,"Well, someday, I'll take you.",5
722,3,3011,1,Someday.,1
723,3,3011,9,Something wrong?,2
724,3,3011,1,"You said someday. Not today or tomorrow or next week. Just someday. Someday sounds a lot like the thing people say when they actually mean never. Let's not go someday, Teddy. Let's go now.",34
725,3,3011,9,"Before I met you, Dolores, I was a different man. And I got some reckoning to do before I can deserve a woman like you. But I'm close. I'm close to making things right. And someday soon, we will have the life we've both been dreaming of. Now, I best get you home before your dad starts loading that shotgun.",60
726,3,3012,1,Father wouldn't let them roam this close to dark.,9
727,3,3012,9,"Stay put, Dolores.",3
728,3,3013,21,"The coward dies a thousand deaths. The valiant taste of death but once. Of course, Shakespeare never met a man quite like you, Teddy. You've died at least a thousand times. And yet, it doesn't dull your courage. Tell me, is that all you aspire to, Teddy?",47
729,3,3013,9,There's a girl Dolores. Better than I deserve. But maybe someday soon we'll have the life we've both been dreaming of.,21
730,3,3013,21,"No, you never will. Your job is not to protect Dolores, it's to keep her here, to ensure that the guests find her if they want to best the stalwart gunslinger and have their way with this girl. Tell me, has it never occurred to you to run off with her?",51
731,3,3013,9,I got some reckoning to do before I can be with her.,12
732,3,3013,21,"Ah, yes, your mysterious backstory. It's the reason for my visit. Do you know why it is a mystery, Teddy? Because we never actually bothered to give you one, just a formless guilt you will never atone for. But perhaps it is time you had a worthy story of origin. Would you like that, Teddy? A small part of my new narrative? A fiction which, like all great stories, is rooted in truth? It starts in a time of war a world in flames with a villain called Wyatt.",89
733,3,3013,9,Wyatt. Who's Wyatt?,3
734,3,3013,21,"Do you remember now, Teddy?",5
735,3,3013,9,"Yeah, of course I remember Wyatt. You look upon the face of true evil, you ain't liable to forget. He claimed he could hear the voice of God. It started down near Escalante. Army was sent to put down the natives. Bad business. Wyatt was a sergeant, went missing while out on some maneuvers and came back a few weeks later with some pretty strange ideas.",66
736,3,3014,13,"I wasn't lying, was I? Pretty as a picture and tight as a tympani drum, I reckon. Afternoon. My friend here is new to town. Figured the rancher's daughter would be a nice way to kick things off. Maybe take us all for a little hayride.",46
737,3,3014,1,I'm sorry. I have to get home. My father will be expecting me.,13
738,3,3014,13,We won't be long.,4
739,3,3014,9,"The lady doesn't appear interested. Try it. You might get the draw on me, you might not, but I'd say your odds ain't looking good.",25
740,3,3014,56,Told you I wanted something easy.,6
741,3,3014,13,She ain't worth the lead. Let's head to Virgil's. See if they'll stake us.,14
742,3,3015,9,"First, you gotta learn how to stand. Now, take a breath. Hold it. Now squeeze.",15
743,3,3015,1,I can't.,2
744,3,3015,9,Some hands weren't meant to pull a trigger. Perhaps it's for the best.,13
745,3,3016,8,"Come on, now!",3
746,3,3016,54,"Teddy, we got another bounty. I think this is a big one.",12
747,3,3016,8,"Man in question gunned down an entire settlement out near Flat Rock men, women, and children. I think this may be the man you've been looking for quite some time. A man named Wyatt.",34
748,3,3016,1,"Wyatt? Who is he, Teddy?",5
749,3,3016,8,"You'd be better asking what than who, ma'am. Wyatt's a pestilence. Word is, Flood here's the only man ever come up against him and live to tell the tale.",29
750,3,3016,9,"Give me a moment, Sheriff.",5
751,3,3016,1,"You have to leave again, don't you?",7
752,3,3016,9,"You know if I could stay right here with you, I would.",12
753,3,3016,1,Promise me you'll come back.,5
754,3,3016,9,I promise. I'm gonna come back for you someday soon.,10
755,3,3017,57,I got a pit in my stomach the size of a sow's tit. Cook up that rabbit. Get the wood.,20
756,3,3017,58,I can't cook shit without a fire.,7
757,3,3017,59,"Aw, don't sell yourself short, Cookie. You can cook shit in all conditions. Now, see, I pitched them tents. I ain't chopping any more wood.",25
758,3,3017,57,You spend more time on your back than a hooker in heat. Now pick up that fucking axe and go chop us,22
759,3,3017,20,"So, after our stray ran away from camp, looks like these guys got caught in a loop. They were due in town for the cattle drive over two days ago. Host that went missing is the woodcutter. Looks like the rest of them got stuck here - waiting for supper.",50
760,3,3017,23,You guys can't program more than one of these idiots to make a fire?,14
761,3,3017,20,"We could, but thanks to a new policy from your boss, only one of them is authorized to handle the axe. The rest of them can't even touch it.",29
762,3,3017,23,Weapons privileges need to be doled out selectively.,8
763,3,3017,20,Hmm. Yet they give you a gun.,7
764,3,3017,23,Looks like our stray has a hobby. Another one of your fucking backstories?,13
765,3,3017,20,"Backstories do more than amuse guests. They anchor the hosts. It's their cornerstone. The rest of their identity is built around it, layer by layer.",25
766,3,3017,23,"Well, if you're gonna go to all that trouble, you could've at least given him a steadier hand. This looks like shit.",22
767,3,3018,8,"Way I heard it, Wyatt is a mercenary. Forces his men to wear the bones and flesh of their enemies.",20
768,3,3018,9,"They're masks. It's the men underneath them to be afraid of. Wyatt's got them so twisted around, they'll do anything for him. Kill anyone. Pain don't slow them. They don't fear death. They reckon they've already died and gone to hell. And this is it.",45
769,3,3018,8,Sounds like you learned something about him while you were tracking him down.,13
770,3,3018,9,"I wasn't tracking him down. I wasn't always a bounty hunter. I did a stint in the Army down near Escalante. Wyatt was my sergeant. My friend. Well, then everything everything changed.",32
771,3,3018,8,Changed how?,2
772,3,3018,9,"Wyatt disappeared while out on maneuvers. He came back with some strange ideas. He claimed this land didn't belong to the old natives or the new settlers, that it belonged to something that had yet to come that it belonged to him. Sss.",43
773,3,3018,54,Holy shit.,2
774,3,3018,8,If ever the devil walked the Earth.,7
775,3,3018,9,"He's not a man, but he's not the devil either. The devil can't be killed. That's exactly what I aim to do to Wyatt. Take cover! Go!",27
776,3,3018,61,I didn't sign up for this crazy shit.,8
777,3,3018,54,"I told you we should've done the riverboat thing, man. There's too many of them for us.",17
778,3,3018,9,"Wyatt's been recruiting. Sheriff, the only chance you have is if I draw their fire, lead them up into the hills so you can make it back to town. Try and find help.",33
779,3,3018,8,"Uh-uh, I'm staying. Took an oath.",6
780,3,3018,61,"Hell, no.",2
781,3,3018,35,I'll take him back. You coming?,6
782,3,3018,54,I'm not backing out now.,5
783,3,3018,9,"All right, you wait till I lead them to the tree line, then you make a run for it. Go! Go!",21
784,3,3019,23,"I plotted a line from the work camp to our present location. Satcom picked up these images. He's vectoring, just not to home base. Keep going in that direction. Keep staring. Maybe it'll tell you your horoscope.",37
785,3,3019,20,Come again?,2
786,3,3019,23,"The markings on its shell. Look like stars. Orion, right?",10
787,3,3019,20,"What, are you Gali-fucking-leo?",4
788,3,3019,23,Maybe it's in my backstory.,5
789,3,3019,20,Huh.,1
790,3,3020,19,I was hoping to run something by you.,8
791,3,3020,21,Apologies. I was chasing inspiration. It's a tricky thing weaving the old into the new.,15
792,3,3020,21,"Give me one moment, Bernard.",5
793,3,3020,39,"Good afternoon, sir.",3
794,3,3020,21,Why is this host covered?,5
795,3,3020,39,I-I just,2
796,3,3020,21,"Perhaps you didn't want him to feel cold. Or ashamed. You wanted to cover his modesty. Was that it? It doesn't get cold, doesn't feel ashamed doesn't feel a solitary thing that we haven't told it to. You understand? What can I do for you, Bernard?",46
797,3,3020,19,"I thought it best that we speak in private, sir.",10
798,3,3020,21,Yeah.,1
799,3,3021,21,"I thought we had agreed to put these questions to rest, Bernard.",12
800,3,3021,19,We we did.,3
801,3,3021,21,Mm-hmm.,1
802,3,3021,19,But what if we misdiagnosed the original problem? Treated the symptom rather than the disease? Then the disease is still out there. Abernathy and Walter were exhibiting other aberrancies beyond memory recall of previous builds. They were hearing voices. Talking to someone.,42
803,3,3021,21,A simple cognitive dissonance. That's all.,6
804,3,3021,19,"I I'd agree, except - they were talking to the same imaginary person.",13
805,3,3021,21,"Oh, yeah?",2
806,3,3021,19,Someone named Arnold.,3
807,3,3021,21,Arnold.,1
808,3,3021,19,"With due respect, sir, I'm not sure you've told me the entire truth about this situation.",16
809,3,3021,21,"I did tell you the truth, Bernard. What we do here is complicated. For three years, we lived here in the park, refining the hosts before a single guest set foot inside. Myself, a team of engineers, and my partner.",40
810,3,3021,19,You had a partner?,4
811,3,3021,21,"Yeah. When the legend becomes fact, you print the legend. My business partners were more than happy to scrub him from the records, and I suppose I didn't discourage them. His name was Arnold. Those early years were glorious. No guests, no board meetings, just pure creation. Our hosts began to pass the Turing test after the first year. But that wasn't enough for Arnold. He wasn't interested in the appearance of intellect or wit. He wanted the real thing. He wanted to create consciousness. He imagined it as a pyramid. See? Memory, improvisation, self-interest",95
812,3,3021,19,And at the top?,4
813,3,3021,21,Never got there. But he had a notion of what it might be. He based it on a theory of consciousness called the Bicameral Mind. The idea that primitive man believed his thoughts to be the voice of the gods.,40
814,3,3021,19,I thought it was debunked.,5
815,3,3021,21,"As a theory for understanding the human mind, perhaps, but not as a blueprint for building an artificial one. See, Arnold built a version of that cognition in which the hosts heard their programming as an inner monologue, with the hopes that in time, their own voice would take over. It was a way bootstrap consciousness. But Arnold hadn't considered two things. One, that in this place, the last thing you want the hosts to be is conscious, and two, the other group who considered their thoughts to be the voices of the gods.",94
816,3,3021,19,Lunatics.,1
817,3,3021,21,"Indeed. We abandoned the approach. The only vestiges that remain are the voice commands we use to control them. But, for all his brilliance, I don't think Arnold understood what this place was going to be. You see, the guests enjoy power. They cannot indulge it in the outside world, so they come here. As for the hosts the least we can do is make them forget.",67
818,3,3021,19,"But some of them are remembering. Accessing fragments of Arnold's code. If I may ask, what happened to him?",19
819,3,3021,21,"Well, he died. Here in the park. His personal life was marked by tragedy. He put all his hopes into his work. His search for consciousness consumed him totally. Barely spoke to anyone, except the hosts. In his alienation, he saw something in them. He saw something that wasn't there. We called it an accident, but I knew Arnold and he was very, very careful. Anyway, the update should prevent any further voices, but you will let me know if any of the hosts display or exhibit any unusual behavior, won't you, Bernard?",93
820,3,3021,19,"Yes, of course.",3
821,3,3021,21,"Good. Oh, Bernard? Just don't forget the hosts are not real. They're not conscious. You mustn't make Arnold's mistake.",19
822,3,3021,19,Why would I?,3
823,3,3021,21,"Well, forgive me, but I know that the death of your son Charlie still weighs heavily on you.",18
824,3,3022,19,"Yeah, sorry it took me a while to get back to you. You know how hard it is getting an open line out here.",24
825,3,3022,66,It used to annoy me how difficult it was to reach you. You were always so busy.,17
826,3,3022,19,And now?,2
827,3,3022,66,I suppose I'm glad for you. At least you have a way of forgetting.,14
828,3,3022,19,I don't forget. It's always there.,6
829,3,3022,66,Sometimes it still feels unreal to me.,7
830,3,3022,19,"There are some mornings when I first wake up for a split second I forget where I am, when I am and I reach over, half expecting to find him there next to me between us.",36
831,3,3022,66,Remember how he used to sleep? Like he was doing kung fu in his dreams?,15
832,3,3022,19,I think I suffered a few bruises. It was the best worst sleep I ever had.,16
833,3,3022,66,"Oh, these talks. I don't know if they help or hurt. Do you ever wish you could forget?",18
834,3,3022,19,This pain it's all I have left of him.,9
835,3,3023,20,It doesn't make sense. Why the hell would he carve Orion?,11
836,3,3023,23,You're the ones that programmed him.,6
837,3,3023,20,He wasn't programmed to give a shit about stars.,9
838,3,3023,23,Maybe he went moon mad.,5
839,3,3023,20,See? This is why I hide behind sarcasm.,8
840,3,3023,23,Where are you going?,4
841,3,3023,20,"Vectoring, asshole.",2
842,3,3023,23,Oh.,1
843,3,3023,20,Stubbs! Over here!,3
844,3,3024,9,"Wyatt's men could be anywhere. If you see or hear anything, don't hesitate. Shoot and don't stop shooting.",18
845,3,3024,54,"Okay. Oh, my God. Oh, my fucking God!",8
846,3,3024,9,Here.,1
847,3,3024,54,Shit.,1
848,3,3024,9,"Take this and go. Now! Go! I'll hold them off as long as I can. Come on. Come on, damn it. I'm not afraid of you.",26
849,3,3025,20,"Look, this is bullshit. I can have a retrieval team out here in the morning.",15
850,3,3025,23,It's policy. We just need the control unit.,8
851,3,3025,20,"We found a stray up here, but I don't think it got here by accident. It's as if he got an idea in his head, one that we never programmed. What if he's like the others? Get back to me, Bernard.",41
852,3,3026,19,"Bring yourself back online. I need your help, Dolores. I need to decide what to do with you. I think I made a mistake. I was just fascinated. I was being selfish, but I think it would be better if I restored you to the way you were before.",49
853,3,3026,1,Is there something wrong with me?,6
854,3,3026,19,"No. But this place you live in, it's a terrible place for you.",13
855,3,3026,1,"Well, some people choose to see the ugliness in this world",11
856,3,3026,19,Stop. Lose all scripted responses. Improvisation only.,7
857,3,3026,1,All right. Are you saying I've changed?,7
858,3,3026,19,"Imagine there are two versions of yourself one that feels these things and asks these questions, and one that's safe. Which would you rather be?",25
859,3,3026,1,"I'm sorry. I'm trying, but I still don't understand.",9
860,3,3026,19,"No, of course not.",4
861,3,3026,1,"There aren't two versions of me. There's only one. And I think when I discover who I am, I'll be free.",21
862,3,3026,19,Analysis. What prompted that response?,5
863,3,3026,1,I don't know. Have I done something wrong? Made a mistake?,11
864,3,3026,19,"Evolution forged the entirety of sentient life on this planet using only one tool the mistake. It appears you're in good company. Did I ever tell you about the time I taught Charlie to swim? For hours, he clung to my arms while practicing his kicks. He was too scared to let go and I was too scared to let him. But I had to. That's what parents do.",69
865,3,3026,1,Do you still want to change me back?,8
866,3,3026,19,"No, Dolores. Let's see where this path leads. And you won't tell anyone about our conversations?",16
867,3,3026,1,No.,1
868,3,3026,19,And you'll stay on your loop?,6
869,3,3026,1,Yes.,1
870,3,3026,19,"Good. You should be getting back, Dolores, before someone misses you.",11
871,3,3027,35,Wyatt's men set a trap for us. Sheriff stayed behind to fight them off.,14
872,3,3027,1,Are you going to ride back up into the hills to look for them?,14
873,3,3027,35,"I'll send for the rangers. We'll go back up there in force as soon as they get here. But, miss, in truth, if there is a merciful god, those men are dead already.",33
874,3,3028,1,Father wouldn't let them roam this close to dark.,9
875,3,3029,1,"Daddy! Daddy! No, no!",4
876,3,3029,13,"Oh, all alone after sundown. Who's gonna protect you now, hmm? You got any use for this one?",18
877,3,3029,70,"No, thanks. Seems a little crazy. Maybe you'd like her.",10
878,3,3029,13,"Ooh, I don't mind if I do. No daddy, no cowboy, no one here to interrupt us this time.",19
879,3,3029,1,Interrupt this time? No!,4
880,3,3029,13,"Well, well. Got some sand after all, I see. Looks like your boyfriend taught you a thing or two. Ooh. You having trouble? Huh? Huh?",25
881,3,3030,16,"Why don't we reacquaint ourselves, Dolores Start at the beginning.",10
882,3,3030,47,Kill him.,2
883,3,3031,1,Mama?,1
884,3,3031,70,Hey! Get back here.,4
885,3,3032,23,"Can you put him in sleep mode for me, please?",10
886,3,3032,20,Security even approve you to carry that thing?,8
887,3,3032,23,We just need his head and we're done here. You might want to look at the stars for this part.,20
888,3,3032,20,Stubbs! Over here!,3
889,3,3032,23,"Shit! Elsie, get out of there!",6
890,3,3032,20,Get the fuck away. Shit.,5
891,3,3033,43,"Jesus, I can't believe I let you talk me into this shit. $40K a day to jerk off alone in the woods, playing white hat.",25
892,3,3033,44,Did you hear that?,4
893,3,3033,43,"Thank fuck. Anything to relieve the boredom. Hey, maybe you'll even get to use that thing again.",17
894,4,4001,19,Dolores?,1
895,4,4001,1,Yes.,1
896,4,4001,19,Do you know where you are?,6
897,4,4001,1,I I'm in a dream.,5
898,4,4001,19,"Before this, do you know what happened?",7
899,4,4001,1,My parents They hurt them.,5
900,4,4001,19,"Limit your emotional affect, please. What happened next?",8
901,4,4001,1,Then they killed them. And then I ran. Everyone I cared about is gone and it hurts so badly.,19
902,4,4001,19,I can make that feeling go away if you'd like.,10
903,4,4001,1,"Why would I want that? The pain, their loss it's all I have left of them. You think the grief will make you smaller inside, like your heart will collapse in on itself, but it doesn't. I feel spaces opening up inside of me like a building with rooms I've never explored.",52
904,4,4001,19,"That's very pretty, Dolores. Did we write that for you?",10
905,4,4001,1,In part. I adapted it from a scripted dialogue about love. Is there something wrong with these thoughts I'm having?,20
906,4,4001,19,No. But I'm not the only one making these decisions.,10
907,4,4001,1,Can you help me?,4
908,4,4001,19,"Well, what is it that you want?",7
909,4,4001,1,I don't know. But this world I think there may be something wrong with this world. Something hiding underneath. Either that or or there's something wrong with me. I may be losing my mind.,34
910,4,4001,19,There's something I'd like you to try. It's a game. A secret. It's called the Maze.,16
911,4,4001,1,What kind of game is it?,6
912,4,4001,19,"It's a very special kind of game, Dolores. The goal is to find the center of it. If you can do that, then maybe you can be free.",28
913,4,4001,1,I think I think I want to be free.,9
914,4,4002,1,Thank you.,2
915,4,4003,11,Penny for your thoughts.,4
916,4,4003,12,"Ever had something on the tip of your tongue, but the harder you try to remember it, the more it slips away?",22
917,4,4003,11,"Most things that touch the tip of my tongue, I'm happy to forget. Except that cowpoke from Abilene. That thing he was packing that was something to remember.",28
918,4,4003,12,All I recall is you letting that cowpoke skip out on his bill.,13
919,4,4003,11,"Hell, I oughta been paying him. The way he used that thing. Better cool them off before they move from gambling and whoring to sins that are more costly to repair. What is the matter, Maeve?",36
920,4,4003,12,Something in your eye.,4
921,4,4004,67,"Aw, can you fucking kill it?",6
922,4,4005,68,What's the hold up? We need that one on the next shuttle topside.,13
923,4,4005,69,I'm not finished with her yet. Hang on. I've got another bullet fragment to remove from her abdomen.,18
924,4,4005,68,QA wants her back on the floor now. Just patch her and get her on the,16
925,4,4006,11,touch the tip of my tongue I'm happy to forget. Except that cowpoke from Abilene. That thing he was packing that was something to remember. The way he used that thing.,31
926,4,4007,20,"No, I would not characterize this as normal host behavior.",10
927,4,4007,22,Yet you're describing it as within normal parameters.,8
928,4,4007,20,"Well, it didn't hurt us. Its behavior was unconventional.",9
929,4,4007,22,It smashed its own head in with a rock.,9
930,4,4007,20,It is possible that it's a manifestation of its Samaritan reflex.,11
931,4,4007,22,And it's also possible that behavior takes a proprietary approach to problems like this to avoid having to admit when they fuck up. Do we have any idea what caused it to go off loop?,35
932,4,4007,20,"No, but I am hoping to recover some of its cognition. We managed to stabilize its wetware before there was too much decomposition. See?",24
933,4,4007,19,Interesting.,1
934,4,4007,22,Is there any hope of actually extracting something from this?,10
935,4,4007,19,We can try.,3
936,4,4007,22,No. My team will take over the investigation now.,9
937,4,4007,20,"Your team? Are you kidding me? Look, this guy couldn't debug a balled-up napkin. If if you would like us to figure out what went wrong here, we need to be allowed to access it.",35
938,4,4007,22,"No more second chances. QA will handle events like this from now on. Is that going to be a problem, Bernard?",21
939,4,4007,19,"We've all got plenty of work on our plates. If you guys want to take this one, fine. Just get us a copy of the postmortem when it's done.",29
940,4,4007,22,Let's get started.,3
941,4,4008,20,"You know, I always figured you gave me this job because I speak my mind.",15
942,4,4008,19,I did.,2
943,4,4008,20,Good. I would've preferred you not show up at all if the first thing you were going to do is cave.,21
944,4,4008,19,They think we're not telling them something.,7
945,4,4008,20,"And we're not! There is clearly a pattern of behavior here. First there was Abernathy, and now there's this. I mean, I've got hosts imagining voices and climbing mountaintops to consult their astrological chart. This is not a fucking glitch. And for some reason, you don't want me to tell anyone. It is like everybody around here has got some kind of fucking agenda except for me. And what?",69
946,4,4008,19,I remember when I first started here. The hosts seemed very lifelike. You begin to read things into their behaviors.,20
947,4,4008,20,Don't be patronizing.,3
948,4,4008,19,"Fine. The hosts don't imagine things, you do. That's not Orion. There are three stars in Orion's Belt, not four.",20
949,4,4009,44,Hey. You must be cold. Take that.,7
950,4,4009,1,Thank you.,2
951,4,4009,44,Sure.,1
952,4,4009,43,Are you fucking kidding?,4
953,4,4009,44,"Come on, Logan, you know she doesn't belong out here.",10
954,4,4009,50,"You leave now, that no-good outlaw Slim Miller is sure to evade our grasp.",14
955,4,4009,43,"No fucking way. You were the one who dragged me on this stupid bounty hunt. The least we're going to do is see it through, okay?",26
956,4,4009,44,We can't take her on a bounty hunt.,8
957,4,4009,43,"If you're so concerned about her well-being, I'll just blow her brains out, and then the park will come get her.",21
958,4,4009,44,"Hey, hey. Can you please stop trying to just kill or fuck everything?",13
959,4,4009,43,Oh. Oh. Now I get it.,6
960,4,4009,44,What?,1
961,4,4009,43,The park sent her so that you will finally have something to give a shit about.,16
962,4,4009,44,"Oh, yeah, I'm sure the people at the controls are monitoring my every mood.",14
963,4,4009,43,"That's exactly what they're doing. Come on, you really think it's a coincidence that the only thing that you even smiled at back in Sweetwater just happened to drop into your lap This is why the company needs to bump our stake in this place. They can even give you a sense of purpose.",54
964,4,4009,44,You said the trip was about welcoming me to the family. This is business?,14
965,4,4009,43,"With our family, William, everything is business.",7
966,4,4009,50,"We better get a move on, gentlemen.",7
967,4,4010,16,"This should be the place, Lawrence. The Blood Arroyo. Plenty of snakes, but none of the egg-laying variety.",18
968,4,4010,72,"You killed my wife, severely pruned my family tree all in pursuit of some goddamn maze. The hell you hope to find, anyway?",23
969,4,4010,16,This whole world is a story. I've read every page except the last one. I need to find out how it ends. I want to know what this all means.,30
970,4,4010,72,"See, now that's why I never learned to read. Why don't we forget about this damn snake, head to Pariah? My friends there can help us.",26
971,4,4010,16,"Well, your friends have nothing I'm looking for, not this trip. Besides I think we found our snake after all. Shame on you. You were a married man up until yesterday.",31
972,4,4010,72,"Her? Hell, no. I like a little fire in my women. The only thing she's ever mounted are dead heads on sticks. We should get the fuck out of",29
973,4,4010,73,We found some more food for the horses.,8
974,4,4010,37,Good. They were starting to get ornery.,7
975,4,4010,16,My friend and I were just admiring your tattoo. We'd love to know the story behind it.,17
976,4,4010,37,I like your hat. Maybe I'll keep it. The horses can have the rest of you.,16
977,4,4010,16,"How in hell have we never met? Clearly a terrible oversight on my part. Where, may I ask, are you headed?",21
978,4,4010,37,To retrieve something of great value.,6
979,4,4010,16,You look a little shorthanded.,5
980,4,4010,73,We got enough men.,4
981,4,4010,16,Seems like you got a couple positions open.,8
982,4,4011,74,We've got a host making a pretty big deviation from her loop.,12
983,4,4011,23,Which one?,2
984,4,4011,74,The rancher's daughter from Sweetwater.,5
985,4,4011,23,Dolores. Is she accompanying a guest?,6
986,4,4011,74,"Unclear. The boss is disrupting so many storylines with his new narrative, it's hard to tell.",16
987,4,4011,23,Flag her with behavior. They can pull her today. Make sure everything's checking out.,14
988,4,4012,1,"Good morning. It's a lovely town. Is this your home? Well, where are you from?",15
989,4,4012,75,Same as you. Don't you remember?,6
990,4,4012,47,Remember.,1
991,4,4013,76,Ma'am? Got word a girl went missing from Abernathy Ranch. Is that where you belong? I'm sure your daddy's worried about you.,22
992,4,4013,1,My father's dead. I'm not going back.,7
993,4,4013,44,What's going on here?,4
994,4,4013,76,"Oh, just helping a lost traveler.",6
995,4,4013,44,"She's not lost, she's with me.",6
996,4,4013,76,My mistake. Y'all have a nice morning.,7
997,4,4013,44,"Yeah. So, we got a lead on Slim. You can stay here if you want, and I'll just circle back and get you.",23
998,4,4013,1,"No, I think I need to keep going.",8
999,4,4013,44,Okay.,1
1000,4,4014,72,"Apparently, she needs to make certain this thing they're looking for is where they think it is. She said she'd signal if the information was good.",26
1001,4,4014,16,Guess that's the signal.,4
1002,4,4015,1,I'm sorry if I caused trouble with you and your friend.,11
1003,4,4015,44,"Oh, no, no. No, it's fine. I'm glad you found us. I didn't get a chance to ask where you're headed.",21
1004,4,4015,1,I don't really know yet.,5
1005,4,4015,44,I guess I figured they kept you in zones or on paths or,13
1006,4,4015,1,"I used to believe there was a path for everyone. Now I think I never asked where that path was taking me. We would bring the herd down off the mountain in the fall. Sometimes we would lose one along the way, and I'd worry over it. My father My father would tell me that the steer would find its own way home. And, often as not, they did. Never occurred to me that we were bring them back for the slaughter.",82
1007,4,4015,44,How are you going to find your way now?,9
1008,4,4015,1,I'm not sure you'll understand. Sometimes I feel like something's calling me. Telling me there's a place for me somewhere beyond all this.,23
1009,4,4015,44,"Oh, I know that feeling, Dolores. I know that feeling. But you really don't want to go back to your old life? Are you all right? Hey, hey. You all right?",31
