subtitle_index,start,end,text,season_num,episode_num,episode_name,filename
449,00:34:42.206000,00:34:43.705000,doesn't feel ashamed...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
450,00:34:44.792000,00:34:47.292000,doesn't feel a solitary thing,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
451,00:34:47.378000,00:34:49.177000,that we haven't told it to.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
452,00:34:49.296000,00:34:50.712000,You understand?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
453,00:34:56.136000,00:34:59.721000,"What can I do for you, Bernard?",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
454,00:34:59.807000,00:35:02.057000,I thought it best,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
455,00:35:02.142000,00:35:03.975000,"that we speak in private, sir.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
456,00:35:04.061000,00:35:05.061000,Yeah.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
457,00:35:15.739000,00:35:20.826000,"I thought we had agreed to put these questions to rest, Bernard.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
458,00:35:20.911000,00:35:22.494000,- We... we did. - Mm-hmm.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
459,00:35:22.629000,00:35:27.332000,But what if we misdiagnosed the original problem?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
460,00:35:27.468000,00:35:30.168000,Treated the symptom rather than the disease?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
461,00:35:30.304000,00:35:32.170000,Then the disease is still out there.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
462,00:35:32.306000,00:35:33.672000,Abernathy and Walter,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
463,00:35:33.757000,00:35:35.077000,were exhibiting other aberrancies,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
464,00:35:35.142000,00:35:37.592000,beyond memory recall of previous builds.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
465,00:35:38.846000,00:35:40.178000,They were hearing voices.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
466,00:35:40.264000,00:35:42.180000,Talking to someone.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
467,00:35:42.316000,00:35:45.434000,A simple cognitive dissonance.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
468,00:35:45.519000,00:35:47.018000,That's all.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
469,00:35:47.154000,00:35:50.739000,"I... I'd agree, except...",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
470,00:35:50.858000,00:35:54.860000,...they were talking to the same imaginary person.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
471,00:35:54.945000,00:35:56.995000,"Oh, yeah?",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
472,00:35:57.081000,00:35:58.246000,Someone named Arnold.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
473,00:36:01.368000,00:36:02.451000,Arnold.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
474,00:36:04.455000,00:36:07.205000,"With due respect, sir,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
475,00:36:07.341000,00:36:11.209000,I'm not sure you've told me the entire truth about this situation.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
476,00:36:14.381000,00:36:16.214000,"I did tell you the truth, Bernard.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
477,00:36:16.350000,00:36:21.219000,What we do here is complicated.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
478,00:36:21.355000,00:36:23.688000,"For three years, we lived here in the park,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
479,00:36:23.774000,00:36:25.640000,refining the hosts,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
480,00:36:25.726000,00:36:28.393000,before a single guest set foot inside.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
481,00:36:28.479000,00:36:32.647000,"Myself, a team of engineers, and my partner.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
482,00:36:34.401000,00:36:36.651000,- You had a partner? - Yeah.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
483,00:36:36.737000,00:36:38.153000,"When the legend becomes fact,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
484,00:36:38.238000,00:36:40.205000,you print the legend.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
485,00:36:40.290000,00:36:42.824000,My business partners were more than happy,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
486,00:36:42.910000,00:36:45.577000,"to scrub him from the records,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
487,00:36:45.662000,00:36:48.296000,and I suppose I didn't discourage them.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
488,00:36:52.085000,00:36:53.468000,His name was Arnold.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
489,00:36:56.056000,00:36:57.923000,Those early years were glorious.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
490,00:36:58.008000,00:37:02.561000,"No guests, no board meetings, just pure creation.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
491,00:37:02.646000,00:37:04.763000,(machines beeping,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
492,00:37:19.696000,00:37:21.279000,Our hosts began to pass the Turing test,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
493,00:37:21.415000,00:37:23.114000,after the first year.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
494,00:37:23.250000,00:37:25.450000,But that wasn't enough for Arnold.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
495,00:37:25.586000,00:37:28.753000,He wasn't interested in the appearance,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
496,00:37:28.839000,00:37:31.206000,of intellect or wit.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
497,00:37:31.291000,00:37:32.958000,He wanted the real thing.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
498,00:37:33.043000,00:37:36.795000,He wanted to create consciousness.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
499,00:37:43.020000,00:37:45.437000,He imagined it as a pyramid.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
500,00:37:45.522000,00:37:47.439000,See?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
501,00:37:47.524000,00:37:50.475000,"Memory, improvisation,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
502,00:37:50.611000,00:37:52.978000,self-interest...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
503,00:37:54.398000,00:37:55.564000,And at the top?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
504,00:37:57.201000,00:37:58.867000,Never got there.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
505,00:37:58.986000,00:38:00.986000,But he had a notion of what it might be.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
506,00:38:01.121000,00:38:03.455000,He based it on a theory of consciousness,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
507,00:38:03.540000,00:38:05.824000,called the Bicameral Mind.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
508,00:38:05.909000,00:38:07.542000,The idea that primitive man,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
509,00:38:07.661000,00:38:10.245000,believed his thoughts to be the voice of the gods.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
510,00:38:10.330000,00:38:11.496000,I thought it was debunked.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
511,00:38:11.582000,00:38:13.498000,As a theory for understanding,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
512,00:38:13.634000,00:38:16.167000,"the human mind, perhaps, but not as a blueprint",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
513,00:38:16.253000,00:38:18.637000,for building an artificial one.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
514,00:38:18.722000,00:38:21.506000,"See, Arnold built a version of that cognition",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
515,00:38:21.592000,00:38:24.476000,in which the hosts heard their programming,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
516,00:38:24.561000,00:38:26.561000,"as an inner monologue,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
517,00:38:26.680000,00:38:28.230000,"with the hopes that in time,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
518,00:38:28.348000,00:38:29.931000,their own voice would take over.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
519,00:38:30.017000,00:38:32.017000,It was a way bootstrap consciousness.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
520,00:38:33.987000,00:38:36.571000,But Arnold hadn't considered two things.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
521,00:38:36.690000,00:38:38.073000,"One, that in this place,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
522,00:38:38.191000,00:38:40.942000,"the last thing you want the hosts to be is conscious,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
523,00:38:41.028000,00:38:42.861000,"and two, the other group",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
524,00:38:42.996000,00:38:46.865000,who considered their thoughts to be the voices of the gods.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
525,00:38:46.950000,00:38:48.583000,Lunatics.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
526,00:38:48.702000,00:38:49.868000,Indeed.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
527,00:38:50.003000,00:38:51.369000,We abandoned the approach.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
528,00:38:51.455000,00:38:52.871000,The only vestiges that remain,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
529,00:38:53.006000,00:38:56.041000,are the voice commands we use to control them.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
530,00:38:56.176000,00:38:58.960000,"But, for all his brilliance, I don't think Arnold understood",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
531,00:38:59.046000,00:39:01.212000,what this place was going to be.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
532,00:39:01.298000,00:39:03.381000,"You see, the guests enjoy power.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
533,00:39:03.467000,00:39:05.350000,"They cannot indulge it in the outside world,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
534,00:39:05.435000,00:39:06.718000,so they come here.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
535,00:39:06.803000,00:39:07.936000,As for the hosts...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
536,00:39:08.021000,00:39:11.273000,the least we can do is make them forget.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
537,00:39:12.476000,00:39:15.360000,But some of them are remembering.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
538,00:39:15.445000,00:39:19.781000,Accessing fragments of Arnold's code.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
539,00:39:19.900000,00:39:23.368000,"If I may ask, what happened to him?",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
540,00:39:23.453000,00:39:25.203000,"Well, he died.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
541,00:39:25.289000,00:39:26.321000,Here in the park.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
542,00:39:28.542000,00:39:31.493000,His personal life was marked by tragedy.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
543,00:39:31.578000,00:39:34.746000,He put all his hopes into his work.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
544,00:39:34.881000,00:39:37.749000,His search for consciousness,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
545,00:39:37.884000,00:39:39.668000,consumed him totally.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
546,00:39:41.672000,00:39:45.473000,"Barely spoke to anyone, except the hosts.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
547,00:39:45.592000,00:39:49.761000,"In his alienation, he saw something in them.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
548,00:39:52.099000,00:39:55.016000,He saw something that...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
549,00:39:55.102000,00:39:56.184000,wasn't there.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
550,00:39:58.105000,00:40:02.240000,"We called it an accident, but I knew Arnold",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
551,00:40:02.326000,00:40:03.942000,"and he was very,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
552,00:40:04.027000,00:40:06.611000,very careful.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
553,00:40:08.699000,00:40:12.167000,"Anyway, the update should prevent any further voices,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
554,00:40:12.285000,00:40:15.286000,but you will let me know if any of the hosts,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
555,00:40:15.422000,00:40:19.624000,"display or exhibit any unusual behavior, won't you, Bernard?",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
556,00:40:19.760000,00:40:22.260000,"- Yes, of course. - Good.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
557,00:40:22.346000,00:40:23.346000,"Oh, Bernard?",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
558,00:40:25.465000,00:40:26.631000,Just don't forget...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
559,00:40:27.968000,00:40:30.268000,the hosts are not real.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
560,00:40:30.354000,00:40:32.354000,They're not conscious.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
561,00:40:32.472000,00:40:36.107000,You mustn't make Arnold's mistake.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
562,00:40:38.278000,00:40:39.778000,Why would I?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
563,00:40:39.863000,00:40:41.696000,"Well, forgive me, but I know",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
564,00:40:41.815000,00:40:44.899000,that the death of your son Charlie,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
565,00:40:44.985000,00:40:47.318000,still weighs heavily on you.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
566,00:41:02.302000,00:41:04.622000,"Yeah, sorry it took me a while to get back to you.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
567,00:41:04.671000,00:41:07.505000,You know how hard it is getting an open line out here.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
568,00:41:07.591000,00:41:09.724000,It used to annoy me...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
569,00:41:09.843000,00:41:12.677000,how difficult it was to reach you.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
570,00:41:12.813000,00:41:14.479000,You were always so busy.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
571,00:41:14.564000,00:41:16.431000,And now?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
572,00:41:19.403000,00:41:22.320000,I suppose I'm glad for you.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
573,00:41:22.406000,00:41:24.022000,At least you have a way of forgetting.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
574,00:41:24.157000,00:41:25.774000,I don't forget.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
575,00:41:27.194000,00:41:29.027000,It's always there.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
576,00:41:35.252000,00:41:37.535000,Sometimes it...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
577,00:41:37.621000,00:41:39.954000,still feels unreal to me.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
578,00:41:44.594000,00:41:49.047000,There are some mornings when I first wake up...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
579,00:41:50.717000,00:41:55.637000,"for a split second I forget where I am,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
580,00:41:55.722000,00:41:57.722000,when I am...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
581,00:41:59.309000,00:42:02.861000,"and I reach over, half expecting to...",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
582,00:42:02.946000,00:42:04.946000,find him there next to me...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
583,00:42:09.119000,00:42:11.236000,between us.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
584,00:42:14.791000,00:42:17.375000,Remember how he used to sleep?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
585,00:42:17.461000,00:42:20.578000,Like he was doing kung fu in his dreams?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
586,00:42:20.664000,00:42:24.299000,I think I suffered a few bruises.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
587,00:42:24.417000,00:42:27.418000,It was the best worst sleep I ever had.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
588,00:42:33.760000,00:42:35.844000,"Oh, these talks.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
589,00:42:38.098000,00:42:40.765000,I don't know if they help or hurt.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
590,00:42:43.904000,00:42:46.271000,Do you ever wish you could forget?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
591,00:42:49.442000,00:42:51.025000,This pain...,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
592,00:42:54.331000,00:42:56.781000,it's all I have left of him.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
593,00:43:14.050000,00:43:16.134000,It doesn't make sense.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
594,00:43:16.269000,00:43:19.888000,Why the hell would he carve Orion?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
595,00:43:19.973000,00:43:21.556000,You're the ones that programmed him.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
596,00:43:21.641000,00:43:25.894000,He wasn't programmed to give a shit about stars.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
597,00:43:25.979000,00:43:28.229000,Maybe he went moon mad.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
598,00:43:28.315000,00:43:31.816000,See? This is why I hide behind sarcasm.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
599,00:43:32.986000,00:43:34.652000,Where are you going?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
600,00:43:34.738000,00:43:36.154000,"Vectoring, asshole.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
601,00:43:38.491000,00:43:39.991000,Oh.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
602,00:44:22.535000,00:44:24.452000,Stubbs!,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
603,00:44:24.537000,00:44:26.754000,Over here!,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
604,00:44:36.383000,00:44:37.849000,Wyatt's men could be anywhere.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
605,00:44:37.934000,00:44:40.718000,"If you see or hear anything, don't hesitate.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
606,00:44:40.854000,00:44:43.054000,Shoot and don't stop shooting.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
607,00:45:16.139000,00:45:17.755000,Okay.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
608,00:45:28.852000,00:45:29.852000,"Oh, my God.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
609,00:45:33.356000,00:45:35.690000,"Oh, my fucking God!",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
610,00:45:55.178000,00:45:56.844000,- Here. - Shit.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
611,00:45:56.963000,00:45:58.963000,Take this and go.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
612,00:45:59.049000,00:46:00.049000,Now! Go!,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
613,00:46:00.133000,00:46:01.632000,I'll hold them off as long as I can.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
614,00:46:03.436000,00:46:04.635000,Come on.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
615,00:46:04.721000,00:46:07.472000,"Come on, damn it. I'm not afraid of you.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
616,00:46:14.481000,00:46:16.864000,"Look, this is bullshit.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
617,00:46:16.983000,00:46:19.650000,I can have a retrieval team out here in the morning.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
618,00:46:19.786000,00:46:22.320000,It's policy. We just need the control unit.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
619,00:46:37.804000,00:46:39.337000,"We found a stray up here,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
620,00:46:39.422000,00:46:41.339000,but I don't think it got here by accident.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
621,00:46:41.424000,00:46:43.424000,"It's as if he got an idea in his head,",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
622,00:46:43.510000,00:46:45.009000,one that we never programmed.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
623,00:46:45.095000,00:46:47.061000,What if he's like the others?,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
624,00:46:47.180000,00:46:49.013000,"Get back to me, Bernard.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
625,00:47:05.949000,00:47:08.032000,Bring yourself back online.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
626,00:47:11.337000,00:47:13.254000,"I need your help, Dolores.",1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
627,00:47:17.677000,00:47:20.128000,I need to decide what to do with you.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
628,00:47:20.213000,00:47:21.763000,I think I made a mistake.,1,3,The Stray,Westworld - 1x03 - The Stray.HDTV.PROPER.KILLERS.en.srt
